person_id,full_name,title,company_name,linkedin_url,decision,priority,reason,recommended_message_angle
159,Nicholas Gudde,Head of AI Strategy & Capability,Medibank,https://au.linkedin.com/in/nicholasgudde,PASS,2,ICP title match — decision-maker in relevant function,digital-health-strategy
160,Tianni Becker,Head of Operations,Bupa Australia,https://au.linkedin.com/in/tianni-becker-b83110174,PASS,2,ICP title match — decision-maker in relevant function,operational-scale
161,Paul Baulch,Head of Property Development,Bupa Australia,https://au.linkedin.com/in/paul-baulch-34019a91,PASS,2,ICP title match — decision-maker in relevant function,digital-health-strategy
162,Amanda Hagan,Non Executive Director,HCF Australia,https://au.linkedin.com/in/amanda-n-hagan,PASS,1,ICP title match — decision-maker in relevant function,product-integration
163,Amanda Li,Branch Manager,HCF Australia,https://au.linkedin.com/in/amanda-li-21a7b861,FAIL,,,
164,Grant Davis,Chief Risk Officer,Bupa Australia,https://au.linkedin.com/in/grant-davis-385b6332,PASS,1,ICP title match — decision-maker in relevant function,data-privacy
165,Megan McNaughton,General Manager,Bupa Australia,https://au.linkedin.com/in/megan-mcnaughton-532a09231,PASS,2,ICP title match — decision-maker in relevant function,digital-health-strategy
166,Lucy Foster,General Manager Hospital and Medical Partnerships,Bupa Australia,https://au.linkedin.com/in/lucy-foster-bab70440,PASS,2,ICP title match — decision-maker in relevant function,clinical-operations
167,Peter Everingham,Non Executive Director and Chair of the Investment & Capital Committee,Medibank,https://au.linkedin.com/in/peter-everingham-4824711,PASS,1,ICP title match — decision-maker in relevant function,product-integration
168,Liam Gilligan,Head of Innovation,HCF Australia,https://www.linkedin.com/in/liamgilligan/,PASS,2,ICP title match — decision-maker in relevant function,digital-health-strategy
169,Aifric Boylan,Chief Executive Officer,Qoctor,https://au.linkedin.com/in/aifric-boylan-53ab67114,PASS,1,ICP title match — decision-maker in relevant function,digital-health-strategy
170,Christopher Pettigrew,Head of HCF Research Foundation,HCF Australia,https://au.linkedin.com/in/christopher-pettigrew-01a7235a,PASS,2,ICP title match — decision-maker in relevant function,digital-health-strategy
171,Helen O'Leary,Head of Procurement Operations,Medibank,https://www.linkedin.com/in/helen-o-leary-982b4443/?skipRedirect=true,PASS,2,ICP title match — decision-maker in relevant function,operational-scale
172,Daniel Tencic,Roving Maintenance Supervisor,Bupa Australia,https://au.linkedin.com/in/daniel-tencic-35118098,FAIL,,,
173,Havhisha B.,People and Culture Business Partner,HCF Australia,https://www.linkedin.com/in/havhisha-b-229750166/,FAIL,,,
174,Michael S.,Head Of Internal Audit,Medibank,https://au.linkedin.com/in/demi-michael-82b268b7,FAIL,,,
175,Craig Muller,Head of Platform Services,HCF Australia,https://au.linkedin.com/in/craig-muller-32995011,PASS,2,ICP title match — decision-maker in relevant function,digital-health-strategy
176,Frank Doyle,Head of Retention and Customer Value at Medibank,Medibank,https://au.linkedin.com/in/frank-doyle-0bb016a2,PASS,2,ICP title match — decision-maker in relevant function,member-retention
177,Herbert Boshoff Van Der Merwe,Head of Actuarial - Health,HCF Australia,https://au.linkedin.com/in/herbert-boshoff-van-der-merwe-97b9481b,PASS,2,ICP title match — decision-maker in relevant function,digital-health-strategy
178,Gabriel Goh,Engineering Manager - Mobile,Medibank,https://au.linkedin.com/in/gabgoh,FAIL,,,
179,Sebastian Klich,"Chief Officer, Product & Diversified Business",HCF Australia,https://au.linkedin.com/in/sebastian-klich,PASS,1,ICP title match — decision-maker in relevant function,product-integration
180,Maya Rivis,"Senior Manager, Sustainability and Social Impact, Bupa",Bupa Australia,https://au.linkedin.com/in/maya-rivis-3806377b,FAIL,,,
181,Aaron W.,Head of Trust and Ethics,Medibank,https://au.linkedin.com/in/aaron-green-a861289,PASS,2,ICP title match — decision-maker in relevant function,digital-health-strategy
182,Pearl Backhouse,Head of P&C Business Partnering,HCF Australia,https://au.linkedin.com/in/pearl-backhouse-85211554,PASS,2,ICP title match — decision-maker in relevant function,digital-health-strategy
183,Matt Thorley,Head of Cyber Threat Management,Bupa Australia,https://au.linkedin.com/in/matt-thorley-80389810,FAIL,,,
184,Andrew Van Elswyk,Head of Cyber Defence Centre,Bupa Australia,https://www.linkedin.com/in/avanelswyk/,PASS,2,ICP title match — decision-maker in relevant function,digital-health-strategy
185,Harry S,Head of Identity and Access Management,Medibank,https://au.linkedin.com/in/harry-s-211a9373,PASS,2,ICP title match — decision-maker in relevant function,digital-health-strategy
186,Tim Silverton,Continuous Improvement/Transformation,Medibank,https://au.linkedin.com/in/tim-silverton-a1b887259,FAIL,,,
187,Caitlin van den Berg,Head of Voice of Customer,Bupa Australia,https://www.linkedin.com/in/caitlin-van-den-berg-6306429/,PASS,2,ICP title match — decision-maker in relevant function,member-retention
188,Maxim Sharshun,Chief Commercial Officer - Health,Bupa Australia,https://www.linkedin.com/in/sharshun/,PASS,1,ICP title match — decision-maker in relevant function,digital-health-strategy
189,Lisa McIntyre,Non Executive Director,Medibank,https://au.linkedin.com/in/lisa-mcintyre-a793942,PASS,1,ICP title match — decision-maker in relevant function,product-integration
190,Liz Turner,Strategic People Partner,Bupa Australia,https://au.linkedin.com/in/liz-turner-46194964,FAIL,,,
191,Elisha Frenkel,Customer Engagement Manager,InstantScripts,https://au.linkedin.com/in/elisha-frenkel-2b203b81,PASS,3,ICP title match — decision-maker in relevant function,member-retention
192,Isabella Lynch,Chief of Staff,Bupa Australia,https://au.linkedin.com/in/isabella-lynch-15b460197,PASS,1,ICP title match — decision-maker in relevant function,digital-health-strategy
193,Robyn Rushton,Branch Manager,HCF Australia,https://www.linkedin.com/in/robyn-rushton/,FAIL,,,
194,Amanda Sim,Head of Transformation Delivery,Bupa Australia,https://au.linkedin.com/in/aforamanda,PASS,2,ICP title match — decision-maker in relevant function,digital-health-strategy
195,Nick Bradley,"Head of Organic Strategy, Group Strategy",Medibank,https://au.linkedin.com/in/nick-bradley-02300513,PASS,2,ICP title match — decision-maker in relevant function,digital-health-strategy
196,Trent Marsh,Operations Manager,Medibank,https://au.linkedin.com/in/trent-marsh-22454354,PASS,3,ICP title match — decision-maker in relevant function,operational-scale
197,Gabriele Accadia,Group Property Strategic Planning and Leasing Manager,Medibank,https://www.linkedin.com/in/gabriele-accadia-69065848/,FAIL,,,
198,Melissa Ironside,Head of Customer,InstantScripts,https://au.linkedin.com/in/melissa-ironside-77b8a139,PASS,2,ICP title match — decision-maker in relevant function,member-retention
199,Sam Wijesinha,Product Owner,Bupa Australia,https://au.linkedin.com/in/swijesinha,FAIL,,,
200,Eric Peterson,"Head of Experience Design, Research and Loyalty",HCF Australia,https://www.linkedin.com/in/eric-peterson-0967533/,WEAK,,Title has ICP signal but function is analytics/insights/design — influence without clear buying authority,member-retention
201,Joshua Hayward,Head of Internal Audit,Medibank,https://au.linkedin.com/in/joshua-hayward-bbb6a735,FAIL,,,
202,Claudia Wu,Head of Expansion (APAC),Mosh,https://au.linkedin.com/in/claudia-wu-01b98a1a3,PASS,2,ICP title match — decision-maker in relevant function,digital-health-strategy
203,Gayle Kean,"Manager, Branch Operations",HCF Australia,https://au.linkedin.com/in/gayle-kean-52515957,PASS,3,ICP title match — decision-maker in relevant function,operational-scale
204,Shahbaz Rana,Head of Engineering Enbalement,Bupa Australia,https://au.linkedin.com/in/shahbaz-rana-62283517,PASS,2,ICP title match — decision-maker in relevant function,product-integration
205,Malcolm Middleton,Head of IT Business Operations,HCF Australia,https://au.linkedin.com/in/malcolm-middleton-b060048,PASS,2,ICP title match — decision-maker in relevant function,operational-scale
206,Peter Schofield,"General Manager, Branch Network",HCF Australia,https://www.linkedin.com/in/peter-schofield-89396120/,PASS,2,ICP title match — decision-maker in relevant function,digital-health-strategy
207,Conan Chiles,Commercial & Pricing Manager,Bupa Australia,https://au.linkedin.com/in/conan-chiles,FAIL,,,
208,Angela Legg,People & Culture Business Partner,Medibank,https://au.linkedin.com/in/angela-legg-7456a149,FAIL,,,
209,Ashleigh Clemmens (nee Costanzo),People Partner - GEO Transformation,Medibank,https://au.linkedin.com/in/ashleighclemmens,FAIL,,,
210,Tanner Strickland,Chief of Staff to the CEO,HCF Australia,https://au.linkedin.com/in/tanner-strickland-92ab06214,PASS,1,ICP title match — decision-maker in relevant function,executive-outcomes
211,Julia Fowler,Head of Provider Solutions,Medibank,https://au.linkedin.com/in/fowlerjm,PASS,2,ICP title match — decision-maker in relevant function,digital-health-strategy
212,Jeff Hill,Head of Controls Mastery (Line 2 Risk & Compliance),Medibank,https://au.linkedin.com/in/jeff-hill-56703b54,FAIL,,,
213,Alana Russ,Finance Business Partner - ahm Health Insurance,Medibank,https://www.linkedin.com/in/alana-russ-08081aa3/,FAIL,,,
214,JULIEN D.,Head of Procurement Excellence,Bupa Australia,https://au.linkedin.com/in/julien-d-b77219180,PASS,2,ICP title match — decision-maker in relevant function,digital-health-strategy
215,Elaine Matta,Quality Partner,Bupa Australia,https://au.linkedin.com/in/elaine-matta-b40b11312,FAIL,,,
216,Ryan Ala,Digital Product Manager,Bupa Australia,https://au.linkedin.com/in/glenn-sheffield,PASS,3,ICP title match — decision-maker in relevant function,product-integration
217,Lucienne Flynn,IT Business Partner | Business Analyst,HCF Australia,https://au.linkedin.com/in/lucienne-flynn-63251a100,FAIL,,,
218,John Lim,Finance Business Partner - Amplar Health,Medibank,https://au.linkedin.com/in/williamlim300619,FAIL,,,
219,Samantha Tonkin,Head Of Finance,Medibank,https://au.linkedin.com/in/samantha-tonkin-105456142,PASS,2,ICP title match — decision-maker in relevant function,digital-health-strategy
220,Nicola Geddes,Initiative Owner,Bupa Australia,https://au.linkedin.com/in/nicola-geddes-8466438b,FAIL,,,
221,Chloe Mitchell (Harkness),Senior Manager - Group Strategy,Medibank,https://au.linkedin.com/in/chloe-mitchell-harkness-b0521910,PASS,3,ICP title match — decision-maker in relevant function,digital-health-strategy
222,Anoop Mohan,Program Director - Regulatory Uplift,Medibank,https://au.linkedin.com/in/amohan00,PASS,1,ICP title match — decision-maker in relevant function,product-integration
223,Conor Condell,Head of Program Management,Medibank,https://au.linkedin.com/in/conor-condell-7669a2a5,PASS,2,ICP title match — decision-maker in relevant function,digital-health-strategy
224,Deborah Jacobs,Customer Retention Principal,Bupa Australia,https://au.linkedin.com/in/deborah-jacobs,PASS,3,ICP title match — decision-maker in relevant function,member-retention
225,Crystal Townsend,Quality Education Manager,Bupa Australia,https://au.linkedin.com/in/crystal-townsend-a3b311373,FAIL,,,
226,Rachael Harwood,Co-Chair RAISE Disability and Inclusion ERG,HCF Australia,https://au.linkedin.com/in/rachael-harwood-2a7a6a1a,FAIL,,,
227,James Brigham,Head of Risk Management,HCF Australia,https://au.linkedin.com/in/jamesbrigham,FAIL,,,
228,Kieran Dang,Chief Medical Officer,Mosh,https://au.linkedin.com/in/kieran-dang,PASS,1,ICP title match — decision-maker in relevant function,clinical-operations
229,Simon Seiffert,Continuous Improvement & Systems Lead,Medibank,https://au.linkedin.com/in/simonseiffert,FAIL,,,
230,Nicola Ivory,Squad Lead - Customer Health Navigator,Medibank,https://au.linkedin.com/in/nicola-ivory-b2a3945b,PASS,3,ICP title match — decision-maker in relevant function,clinical-operations
231,Paul Bonello,Head of Risk Medibank,Medibank,https://au.linkedin.com/in/paul-bonello,FAIL,,,
232,Phillip L.,Property Design Delivery Manager,Bupa Australia,https://au.linkedin.com/in/hoaqlu,FAIL,,,
233,Jon Chai,Loyalty Partnerships Manager,HCF Australia,https://au.linkedin.com/in/jchai-,PASS,3,ICP title match — decision-maker in relevant function,digital-health-strategy
234,Jacqueline H.,Non Executive Director,Medibank,https://au.linkedin.com/in/jacqueline-mernone,PASS,1,ICP title match — decision-maker in relevant function,product-integration
235,Melvin Kurian,Principal Architect,Bupa Australia,https://www.linkedin.com/in/melvinkurian/,FAIL,,,
236,Ravikanth Kitchannagari,Branch Manager,HCF Eyecare,https://au.linkedin.com/in/ravikanth-kitchannagari-b5467082,FAIL,,,
237,Mikaela Salazar,Clinic Coordinator,Bupa Australia,https://au.linkedin.com/in/mikaela-salazar-1b2771294,FAIL,,,
238,Liam Jansen,Head of Provider Analytics,Medibank,https://au.linkedin.com/in/liampeterjansen,WEAK,,Title has ICP signal but function is analytics/insights/design — influence without clear buying authority,digital-health-strategy
239,Stuart Barnard,Head of Legal and Compliance/HCF Privacy Officer,HCF Australia,https://au.linkedin.com/in/stuart-barnard-b01842168,WEAK,,"Relevant domain expertise but compliance/risk function — possible privacy stakeholder, not program buyer",data-privacy
240,Katerina Komis,Senior Subsidised Health Partnerships Manager,Medibank,https://au.linkedin.com/in/katerina-komis,PASS,3,ICP title match — decision-maker in relevant function,clinical-operations
241,Simon Uzunovski,Director International & Corporate Portfolio,Bupa Australia,https://au.linkedin.com/in/simonuzunovski,PASS,1,ICP title match — decision-maker in relevant function,product-integration
242,Colin Ryan,Head of Business Operations - Technology APAC,Bupa Australia,https://au.linkedin.com/in/colin-ryan-ab0937126,PASS,2,ICP title match — decision-maker in relevant function,product-integration
243,Megan Bowen,HSW Partner,Medibank,https://au.linkedin.com/in/bowenmegan,FAIL,,,
244,Joanne Lee,Corporate Communications Manager,Bupa Australia,https://au.linkedin.com/in/joannekylielee,FAIL,,,
245,Shannon Orbons,Blua Product Director,Bupa Australia,https://au.linkedin.com/in/shannonorbons,PASS,1,ICP title match — decision-maker in relevant function,product-integration
246,Nicole Hibbert,Capability & Process Manager,Bupa Australia,https://au.linkedin.com/in/nicole-hibbert-b95355245,FAIL,,,
247,Shaikh Zama,Branch Manager,HCF Australia,https://au.linkedin.com/in/shaikh-zama-7a001610b,FAIL,,,
248,Margaret Canavan,Head of Customer Process Improvement,Medibank,https://au.linkedin.com/in/margaretcanavan,PASS,2,ICP title match — decision-maker in relevant function,member-retention
249,Anthony Joyce FIAA,Head of Capital and Reserving,Medibank,https://au.linkedin.com/in/anthony-joyce-fiaa-17490b11,PASS,2,ICP title match — decision-maker in relevant function,digital-health-strategy
250,Freya Peel,People and Culture Business Partner,HCF Australia,https://au.linkedin.com/in/freya-peel-5b7916127,FAIL,,,
251,Kylie Simpson,Executive Assistant to the Managing Director,Medibank,https://au.linkedin.com/in/kylie-simpson-10019726,FAIL,,,
252,Celine Dickson,General Manager - International Business,HCF Australia,https://au.linkedin.com/in/celine-dickson,PASS,2,ICP title match — decision-maker in relevant function,digital-health-strategy
253,Merima Ahmetasevic,Acting Quality Partner,Bupa Australia,https://au.linkedin.com/in/ahmetasevicmerima,FAIL,,,
254,Virpi Tuite,People & Culture Business Partner,HCF Australia,https://au.linkedin.com/in/virpituite,FAIL,,,
255,Aimee Mensink,Operational Excellence Partner,Bupa Australia,https://au.linkedin.com/in/aimeemensink,FAIL,,,
256,Jason Leon,Branch Manager,HCF Australia,https://au.linkedin.com/in/jason-leon-403b1b149,FAIL,,,
257,Laurel Tennent,Territory Manager,Medibank,https://au.linkedin.com/in/laurel-tennent-3757273b,FAIL,,,
258,Helen Saunders,Head of Commercial Performance,Medibank,https://au.linkedin.com/in/helen-saunders-8b808426,WEAK,,Title has ICP signal but function is analytics/insights/design — influence without clear buying authority,digital-health-strategy
259,Natalie Nicoll,Head of Design,Medibank,https://au.linkedin.com/in/natalie-nicoll-41118586,WEAK,,Title has ICP signal but function is analytics/insights/design — influence without clear buying authority,digital-health-strategy
260,Will Mitchell,Head of Consumer Proposition,Medibank,https://au.linkedin.com/in/will-mitchell-24144845,PASS,2,ICP title match — decision-maker in relevant function,digital-health-strategy
261,Harry Robertson,Chief Financial Officer,HCF Australia,https://www.linkedin.com/in/harryrobertson000/,PASS,1,ICP title match — decision-maker in relevant function,digital-health-strategy
262,Jeremy Dufner,Head of Work Architecture and Enablement,Medibank,https://www.linkedin.com/in/jdufner/,PASS,2,ICP title match — decision-maker in relevant function,digital-health-strategy
263,Marcos Faria-Silva,"Head of Legal - Technology, Procurement & Spaces",Medibank,https://au.linkedin.com/in/marcos-faria-silva-38a00a26,PASS,2,ICP title match — decision-maker in relevant function,product-integration
264,Huy Nguyen,Data Scientist,Medibank,https://au.linkedin.com/in/huy-xuan-nguyen,PASS,3,ICP title match — decision-maker in relevant function,technical-integration
265,Roman Z.,Group Senior Manager • Strategy,Bupa Australia,https://au.linkedin.com/in/roman-z,PASS,3,ICP title match — decision-maker in relevant function,digital-health-strategy
266,Joslyn Swan,Practice Manager,Bupa Australia,https://au.linkedin.com/in/joslyn-swan-a93225b1,FAIL,,,
267,Ben Liu,Analytics Manager - Payment Integrity,Medibank,https://au.linkedin.com/in/ben-liu96,WEAK,,Title has ICP signal but function is analytics/insights/design — influence without clear buying authority,digital-health-strategy
268,Sabrina Goldhahn,Head of Corporate Strategy,HCF Australia,https://au.linkedin.com/in/sabrinagoldhahn,PASS,2,ICP title match — decision-maker in relevant function,digital-health-strategy
269,Naomi Hickey-Humble,Head of Legal Operations,Medibank,https://au.linkedin.com/in/lauren-ziegelaar-806491119,PASS,2,ICP title match — decision-maker in relevant function,operational-scale
270,Lance Harvey,Finance Business Partner,Medibank,https://au.linkedin.com/in/lance-harvey-417a314a,FAIL,,,
271,Michael Norton,Head of PHI Operations,Medibank,https://au.linkedin.com/in/michael-norton-64b316116,PASS,2,ICP title match — decision-maker in relevant function,operational-scale
272,Saroja McDonnell,"Head of Commercial, Delivery & Performance",Bupa Australia,https://au.linkedin.com/in/saroja-mcdonnell,WEAK,,Title has ICP signal but function is analytics/insights/design — influence without clear buying authority,operational-scale
273,Kate T.,Employee Change & Communications Partner,Medibank,https://au.linkedin.com/in/kate-luxmoore,FAIL,,,
274,Bryant Da Silva,Head of Operations and Planning,HCF Australia,https://au.linkedin.com/in/bryant-da-silva-4664a631,PASS,2,ICP title match — decision-maker in relevant function,operational-scale
275,Les Schilling,End User Services Manager,HCF Australia,https://au.linkedin.com/in/les-schilling-1296b049,FAIL,,,
276,Brian Smith,Manager Growth and Engagement Overseas Partnerships,Medibank,https://au.linkedin.com/in/brian-smith-4692062,PASS,3,ICP title match — decision-maker in relevant function,member-retention
277,Gabor Devenyi,Continuous Delivery Manager,Bupa Australia,https://au.linkedin.com/in/gabordevenyi,FAIL,,,
278,Lauren Bartlett,Integration Director,Bupa Australia,https://au.linkedin.com/in/laurenjbartlett,PASS,1,ICP title match — decision-maker in relevant function,product-integration
279,Natalie Lambie,Pharmacist in Charge,Bupa Australia,https://www.linkedin.com/in/natalie-lambie-7599633b2/,FAIL,,,
280,Andy Pavalache,VP of Customer,Mosh,https://au.linkedin.com/in/andy-pavalache-0aa4b0180,PASS,2,ICP title match — decision-maker in relevant function,member-retention
281,Phoebe Aluquin,Integrated Care Partnerships Manager,HCF Australia,https://au.linkedin.com/in/phoebe-aluquin-0485b6178,PASS,3,ICP title match — decision-maker in relevant function,digital-health-strategy
282,Jeremy Forrester,Chief Technology Officer,qoctor,https://au.linkedin.com/in/jeremy-forrester-5569ba1,PASS,1,ICP title match — decision-maker in relevant function,product-integration
283,Charbel H.,Head of Financial Wellbeing,Medibank,https://www.linkedin.com/in/charbelmarketing,PASS,2,ICP title match — decision-maker in relevant function,wellness-programs
284,Bernadette Fallon,Head of Department,HCF Australia,https://au.linkedin.com/in/bernadette-fallon-9518aa133,PASS,2,ICP title match — decision-maker in relevant function,digital-health-strategy
285,Peta Gale,Center Manager,Bupa Australia,https://au.linkedin.com/in/peta-gale-85416985,FAIL,,,
286,Andrew Kelson,Program Director,HCF Australia,https://au.linkedin.com/in/andrew-kelson-49138997,PASS,1,ICP title match — decision-maker in relevant function,product-integration
287,Ang Diki Sherpa,Technology Application Owner - Clinical,Bupa Australia,https://au.linkedin.com/in/ang-diki-sherpa-580460344,FAIL,,,
288,Robin Low,Non Executive Director,HCF Australia,https://au.linkedin.com/in/robin-low-b4b4164,PASS,1,ICP title match — decision-maker in relevant function,product-integration
289,Sian McConnell,Director of Strategic Projects & Planning,Bupa Australia,https://au.linkedin.com/in/sian-mcconnell-66966824,PASS,1,ICP title match — decision-maker in relevant function,product-integration
290,David Given,Head of Planning and Reporting,Medibank,https://au.linkedin.com/in/dgiven,WEAK,,Title has ICP signal but function is analytics/insights/design — influence without clear buying authority,digital-health-strategy
291,Sophie Dutton,Health Policy Manager,Medibank,https://au.linkedin.com/in/sophie-dutton-58721a123,PASS,3,ICP title match — decision-maker in relevant function,clinical-operations
292,Catherine Hallinan,Non Executive Director,HCF Australia,https://au.linkedin.com/in/catherinehallinan,PASS,1,ICP title match — decision-maker in relevant function,product-integration
293,Katherine Howson,Clinical Technology Application Owner,Bupa Australia,https://au.linkedin.com/in/katherine-howson-rn,FAIL,,,
294,David Ung,Enterprise Architect - Healthcare,Bupa Australia,https://au.linkedin.com/in/davidung8,PASS,3,ICP title match — decision-maker in relevant function,clinical-operations
295,Peter Evans,"Finance Business Partner - JV and Invested Assets, Amplar Health",Medibank,https://au.linkedin.com/in/pevansmelb,FAIL,,,
296,Francesca Marney,People and Culture Business Partner,HCF Australia,https://au.linkedin.com/in/francesca-marney-792619170,FAIL,,,
297,Benjamin Ho,Head of Tax,Medibank,https://au.linkedin.com/in/benjamin-ho-6a442985,PASS,2,ICP title match — decision-maker in relevant function,digital-health-strategy
298,Gagan Sandhu,Product Owner,Bupa Australia,https://au.linkedin.com/in/gaganksandhu,FAIL,,,
299,Prue M.,Head of HealthStrong,Medibank,https://au.linkedin.com/in/prue-m-85700314,PASS,2,ICP title match — decision-maker in relevant function,digital-health-strategy
300,Suja Pillai,Customer Support Manager,InstantScripts,https://au.linkedin.com/in/suja-pillai,FAIL,,,
301,Chris Carr,Cloud Security Architect,HCF Australia,https://au.linkedin.com/in/chriscarr0416096693,FAIL,,,
302,Catherine Conte,Head of Privacy Legal,Medibank,https://au.linkedin.com/in/catherineconte,PASS,2,ICP title match — decision-maker in relevant function,data-privacy
303,James Howgate,Provider Network Manager,Medibank,https://au.linkedin.com/in/james-howgate-699488b,FAIL,,,
304,Judit Kovacs,National Manager Operational Excellence,Bupa Australia,https://au.linkedin.com/in/judit-kovacs-1267a7169,FAIL,,,
305,Sarah Luff,Head of Remediation,Bupa Australia,https://au.linkedin.com/in/sarah-luff,PASS,2,ICP title match — decision-maker in relevant function,digital-health-strategy
306,Daniela M.,Manager,HCF Australia,https://au.linkedin.com/in/stephany-daniela-borja-920b68123,FAIL,,,
307,Lisa Townsend,Branch Manager,HCF Australia,https://au.linkedin.com/in/lisa-townsend-31a54660,FAIL,,,
308,Eadaoin Doherty,Head of Product - Ventures,Medibank,https://au.linkedin.com/in/eadaoindoherty,PASS,2,ICP title match — decision-maker in relevant function,product-integration
309,LEONARD MAPANGA,Business Adminstration Manager,Bupa Australia,https://au.linkedin.com/in/leonard-mapanga-3a54a286,FAIL,,,
310,Nicole Olaris,Group Reporting Manager,Medibank,https://au.linkedin.com/in/nicole-olaris-51853494,FAIL,,,
311,Funda A.,MarTech Data Manager,Medibank,https://au.linkedin.com/in/fundaaksan,PASS,3,ICP title match — decision-maker in relevant function,technical-integration
312,Saul Lazar,Head of Legal - Providers,Medibank,https://au.linkedin.com/in/saul-lazar-4a009522,PASS,2,ICP title match — decision-maker in relevant function,digital-health-strategy
313,Linda Hamlyn,Practice Manager,Medibank Health Solutions,https://au.linkedin.com/in/linda-hamlyn-871630a1,FAIL,,,
314,Gurdeep Sodhi,Branch Manager,HCF Australia,https://au.linkedin.com/in/gurdeepsodhi,FAIL,,,
315,Moran Eller O'Neill,Branch Manager,HCF Australia,https://au.linkedin.com/in/moran-eller-o-neill-ba3683118,FAIL,,,
316,Jasmine N.,Experience Design Manager,Bupa Australia,https://au.linkedin.com/in/nguyen-jasmine,FAIL,,,
317,Zakir S,Product Owner,HCF Australia,https://au.linkedin.com/in/zakir-s-aa8ba954,FAIL,,,
318,Caitlin Clarke,"Employee Change and Communications Partner, Amplar Health",Medibank,https://au.linkedin.com/in/caitlin-clarke-615135204,PASS,3,ICP title match — decision-maker in relevant function,digital-health-strategy
319,Suman Nadimpalli,Head of New Business Delivery,Medibank,https://au.linkedin.com/in/suman-nadimpalli-28973524,PASS,2,ICP title match — decision-maker in relevant function,operational-scale
320,Andrew Carlson,Head of Customer channels,Medibank,https://au.linkedin.com/in/andrew-carlson-b310281a,PASS,2,ICP title match — decision-maker in relevant function,member-retention
321,Tara Houkamau,Head of Wellbeing Legal,Medibank,https://au.linkedin.com/in/tarahoukamau,PASS,2,ICP title match — decision-maker in relevant function,wellness-programs
322,Dimitri Karatsas,Technology Lead,Medibank,https://au.linkedin.com/in/dimitri-karatsas-591355a,PASS,3,ICP title match — decision-maker in relevant function,product-integration
323,Julie Ellis,Branch Manager,HCF Australia,https://au.linkedin.com/in/julie-ellis-4050a3152,FAIL,,,
324,Radhika Chabbra,Principal Engineer,Medibank,https://www.linkedin.com/in/radhika-chabbra-24186b62/,FAIL,,,
325,Heidi Loureiro,Head of Portfolio Management - HI Growth,Bupa Australia,https://au.linkedin.com/in/heidi-loureiro,PASS,2,ICP title match — decision-maker in relevant function,member-retention
326,Henry Pando,IT Finance Procurement Partner,Medibank,https://au.linkedin.com/in/henry-pando-40b14bb8,FAIL,,,
327,Hakan Hurriyet,Program Director - Community Lead,HCF Australia,https://au.linkedin.com/in/hakan-hurriyet-47648711b,PASS,1,ICP title match — decision-maker in relevant function,product-integration
328,Ahmed Umair Hassan,Integration Platform Architect,HCF Australia,https://au.linkedin.com/in/ahmeduhassan,FAIL,,,
329,Jacqualine Le Gassick,Finance Business Partner,Medibank,https://www.linkedin.com/in/jacqualine-le-gassick-648b8213/,FAIL,,,
330,"Derek Yung, CFA",Head of Treasury & Investments,Medibank,https://au.linkedin.com/in/derek-yung-cfa-b599b32,PASS,2,ICP title match — decision-maker in relevant function,digital-health-strategy
331,Ambuj Jain,Decisioning Manager,Bupa Australia,https://www.linkedin.com/in/jainambuj/,FAIL,,,
332,Sahilpreet Kaur,Care Manager,Bupa Australia,https://au.linkedin.com/in/sahilpreet-kaur-015830142,FAIL,,,
333,Faiza Kazmi,Dentist,HCF Australia,https://au.linkedin.com/in/faizakazmi,FAIL,,,
334,Alvin Soo,Finance Partner - Amplar & Preventative Health (Secondment),Medibank,https://au.linkedin.com/in/alvin-soo,PASS,3,ICP title match — decision-maker in relevant function,clinical-operations
335,Craig Parker,Senior Manager - Customer Engagement Delivery,Bupa Australia,https://au.linkedin.com/in/craig-parker-2abb851,PASS,3,ICP title match — decision-maker in relevant function,member-retention
336,Kate Tebbutt,Legal Director - Dental Optical Hearing and Property,Bupa Australia,https://www.linkedin.com/in/kate-tebbutt-4a9770b1/,FAIL,,,
337,Gavin Harrison,Western Aust Medical Director,Medibank Health Solutions,https://au.linkedin.com/in/gavin-harrison-b4b4a856,PASS,1,ICP title match — decision-maker in relevant function,clinical-operations
338,Paul Wilson,Non Executive Director,InstantScripts,https://au.linkedin.com/in/paul-wilson-6a1288145,PASS,1,ICP title match — decision-maker in relevant function,product-integration
339,Karen Fallon,Manager Griffith NSW Branch,HCF Australia,https://au.linkedin.com/in/karen-fallon-425713117,FAIL,,,
340,Carmen Bannan,Territory Manager,Medibank,https://au.linkedin.com/in/carmen-bannan-61252a105,FAIL,,,
341,Christopher Ong,Assistant Manager,Bupa Australia,https://au.linkedin.com/in/christopher-ong-6037a765,FAIL,,,
342,Gaynor Anderson,Head of Overseas Portfolio and Proposition,Medibank,https://au.linkedin.com/in/gaynor-anderson-03003325,PASS,2,ICP title match — decision-maker in relevant function,digital-health-strategy
343,Laura Kane,Head of Legal - Customer,Medibank,https://au.linkedin.com/in/laura-kane-legal,PASS,2,ICP title match — decision-maker in relevant function,member-retention
344,Jackie Robinson,National Dental Director,Medibank Health Solutions,https://au.linkedin.com/in/jackie-robinson-182a4580,FAIL,,,
345,Michael Allen,Finance Business Partner - Amplar Health Technology and Change (Projects),Medibank,https://au.linkedin.com/in/michael-allen-88a09645,FAIL,,,
