"#","Company name","HQ country","Market","Segment","Why wrist = must","Pain Score","Funding / revenue","Funding score","Website","E-com type","Last media mention = title + source link with anchor","Coverage score","Priority score","Notes / flags"
"36","LAICA S.p.A.","Italy","Italy + EU + international (distributed in multiple countries under LAICA brand)","Wrist BP monitors + home health/filtration/kitchen appliances","Offers both arm and wrist blood pressure monitors with universal cuffs. No continuous wrist wearable.","1","PRIVATE Italian company, but acquired by Strix Group PLC (LON:KETL), a publicly traded UK company. Strix Group FY2024 total revenue: ~£144M. LAICA sits within Strix's Consumer Goods division. LAICA's standalone revenue estimated $50-100M range based on division contribution. LAICA publishes integrated ESG reports (FY2024). Strix market cap data available on FT.","2","https://www.laica.com","B2B","No major media mention in last 6 months; company news available at https://www.laica.com/en/news/","1","4","FILTER EDGE CASE: LAICA is private but owned by Strix Group PLC (public, LON:KETL). This provides public-company backing. Revenue estimated $50-100M (score 2). Low media visibility despite being part of public company. Wrist BP is one of many product categories (not core focus). Italian brand with EU distribution."
"37","American Diagnostic Corp / ADC","USA","Wrist BP monitors + professional diagnostic instruments (stethoscopes, thermometers, EENT)","Wrist Blood Pressure Monitor","Proprietary Size Guide marking system with multiple cuff sizes (adult, large). Wrong size risks inaccurate readings.","2","Est. $14.8M–$20.3M annual revenue; ~42–50 employees. Privately held, no VC funding, no institutional rounds.","2","https://www.adctoday.com","B2B","ADC Advantage line of digital blood pressure monitors launched — ADC Today — https://www.adctoday.com/","1","5","FILTER FAIL: Private US company, not public, no Series B+. No VC/PE backing. Founded ~1984. Core business is professional diagnostic instruments; wrist BP is a minor SKU. Low web traffic. No recent media coverage beyond product listings."
"38","Greater Goods","USA","Connected wrist BP + upper arm BP monitors (Bluetooth/app), consumer health devices","Connected Wrist Blood Pressure Monitor","Wide-Range Cuff (8.7–16.5 in) with two size options available. Wrong size affects reading accuracy.","2","Est. ~$5.6M annual revenue; ~56–60 employees. Privately held, bootstrapped. No VC funding found.","1","https://www.greatergoods.com","Both (D2C + B2B)","The 3 Best Blood Pressure Monitors for Home Use in 2026 — NYTimes Wirecutter — https://www.nytimes.com/wirecutter/reviews/best-blood-pressure-monitors-for-home-use/","2","5","FILTER FAIL: Private US company, not public, no Series B+. Bootstrapped. Strong consumer product reviews (Wirecutter 5x picks including 2026) but no institutional business/financial media coverage (no WSJ/Bloomberg/TC/Reuters). Wirecutter is trade/consumer review, not financial press."
"39","CA-MI","Italy","Wrist BP monitors + electromedical equipment (nebulizers, aspirators, pulse oximeters) for home-care","Wrist Blood Pressure Monitor","Wrist BP monitors with universal cuff — one-size-fits-most design.","1","Acquired by Protect Medical Holding (Borromin PE-backed) in September 2025. Pre-acquisition revenue undisclosed; estimated small-to-mid Italian manufacturer. Founded 1984.","1","https://www.ca-mi.eu","B2B","No major English media mention in last 6 months; company news at https://www.ca-mi.eu/news/","2","4","FILTER FAIL: Acquired by PE-backed Protect Medical (Borromin funds) — not public, not independently Series B+. Parent is PE portfolio company, not publicly traded. Wrist BP is one of many electromedical SKUs. Trade-level press only (acquisition announcement)."
"40","B.Well Swiss","Switzerland","Wrist BP monitors + home health devices (nebulizers, thermometers, personal care)","Wrist Blood Pressure Monitor","Anatomic/universal cuff — one-size-fits-most design for traditional BP measurement.","1","Est. ~$202K annual revenue; ~18 employees. Swiss AG (stock corporation) with CHF 100K capital. Extremely small. No VC funding.","1","https://www.bwell-swiss.ch","B2B","B.Well Swiss auf der MEDICA 2025 — B.Well Swiss News — https://bwell-swiss.de/news/b-well-swiss-auf-der-medica-2025/","2","4","FILTER FAIL: Swiss private company, not public, no Series B+. Micro-cap (~$202K revenue, 18 employees). ISO 13485 certified, MDR compliant. Extremely low web presence. MEDICA trade show is industry event, not financial press coverage."
"41","Medel International","Italy","Wrist BP monitors + respiratory/nebulizer devices, thermometers, baby scales","Wrist Blood Pressure Monitor","Universal cuff (22–42 cm) included — one-size-fits-most design.","1","Est. ~$24.4M annual revenue; ~70 employees. Subsidiary of Beurer GmbH (private German health/wellness company, founded 1919) since 2016. Beurer revenue ~€300M+ (2023).","2","https://www.medelinternational.com","B2B","Medel International at Arab Health 2026 — Inter-Fair — https://inter-fair.com/Announcement/Announcement?strPath=MEDELINTERNATIONAL","1","4","FILTER FAIL: Wholly-owned subsidiary of Beurer GmbH (private German family-owned company). Not public, not Series B+. Beurer is a large private company (~€300M revenue) but not publicly traded. Medel brand present in 70+ countries — legitimate global sales. Best-funded of batch via parent, but still not public/Series B+."
"42","Corsano Health","Netherlands","Global market","Medical Watch (CardioWatch 287 multi-sensor)","CardioWatch wrist-worn medical bracelet for continuous wear. One-size-fits-most adjustable band. Optical sensors require snug consistent skin contact for accurate readings.","1","Private. No public VC rounds found. Revenue not disclosed. EU MDR + FDA cleared. Needs verification. Source: https://corsano.com/","1","https://corsano.com","B2B platform","Medtronic expands its Acute Care & Monitoring wearables portfolio in the U.S. with a new distribution agreement for the Corsano multi-parameter wearable — Medtronic News — June 4, 2026 — https://news.medtronic.com/Medtronic-expands-its-Acute-Care-Monitoring-wearables-portfolio-in-the-U-S-with-a-new-distribution-agreement-for-the-Corsano-TM-multi-parameter-wearable","1","3","FILTER EDGE CASE: Needs verification: no public funding data. EU MDR + FDA cleared but unclear if Series B+. Flag as 'Needs verification'."
"43","Viatom / Wellue","China","Wrist health monitoring, BP, ECG, SpO₂","Consumer medical wearables","O2Ring finger pulse oximeter (sizing kit included), BP Watch wrist-worn cuff device. One-size-fits-most with adjustable options.","1","No VC funding raised (bootstrapped/self-funded per Tracxn). Revenue undisclosed, early-stage consumer sales via Amazon and DTC.","1","https://getwellue.com","D2C","FDA approves Viatom smart ring pulse oximeter (O2Ring) — AASM — June 6, 2025 — https://aasm.org/apnimed-announces-positive-results-in-clinical-trial-of-sleep-apnea-medication-2-2/","1","3","FILTER EDGE CASE: Private company with no VC funding (not Series B+). Two brands: Viatom (B2B/OEM) and Wellue (DTC). Founded 2013 in Shenzhen. FDA-cleared Checkme Pro and O2Ring. No institutional funding found. Revenue likely sub-$10M."
"44","ChoiceMMed (Beijing Choice Electronic Technology)","China","Wrist blood pressure monitors, pulse oximeters, homecare medical devices","Consumer home healthcare devices","Medical-grade devices with standard universal cuffs for patient monitoring.","1","Private, Series A. $16M total funding raised (per Tracxn). Founded 1993. Revenue undisclosed but likely $10-30M based on funding stage and market presence.","1","https://www.choicemmed.com","B2B","ChoiceMMed Showcases Innovative Solutions at Hospitalar 2026 in São Paulo — ChoiceMMed News — May 22, 2026 — http://www.choicemmed.com/news/dynamic_new","1","3","FILTER FAIL: Private company at Series A stage (not Series B+). Founded 1993 in Beijing. Strong in pulse oximetry segment with wide product range. Wrist BP models (MDBP203) and wrist pulse-ox (MD300W). 26+ years in medical diagnostics. Limited brand visibility outside China and trade channels. No major media coverage."
"45","Jumper Medical (Shenzhen Jumper Medical Equipment Co., Ltd.)","China","Global (exports via Alibaba, FCC certified for US, present in Bangladesh and other markets)","Wrist BP + maternal/child healthcare devices + home vitals","Fetal Doppler and BP monitors with universal/standard sizing. No wrist-worn wearable.","1","PRIVATE company, founded 1998. NO evidence of Series A/B/C funding rounds found on Crunchbase, PitchBook, Dealroom, or Tracxn. Revenue not publicly disclosed; estimated $10M-$50M based on employee count and Alibaba presence. NOT meeting Public or Series B+ filter.","1","https://www.jumper-medical.com / https://jumpermmed.com","B2B","Jumper Medical showcases AngelSounds maternal care at 2026 Spring CMEF — Jumper Medical News — April 13, 2026 — https://www.jumper-medical.com/","1","3","FILTER FAIL: Private company with no evidence of Series B+ funding. Founded 1998, mature but small/mid-sized Chinese OEM. Primarily a contract manufacturer for maternal/child devices with BP monitors as a secondary line. Low priority due to filter failure and low scores across all dimensions. Include for completeness but flag as below threshold."
"46","Uebe Medical GmbH (Visomat)","Germany","Germany + EU (primarily DACH region)","Wrist BP monitors (visomat Handy) + arm BP monitors + thermometers","Multiple cuff sizes available across visomat and visocor brands. Different sizes matter for measurement accuracy.","2","PRIVATE German GmbH, founded 1920s. ~8 employees (RocketReach). Revenue not publicly disclosed; estimated <€5M based on company size. North Data shows financials available only to premium subscribers. NO evidence of Series B+ funding. Very small, traditional family-owned German medical device manufacturer.","1","https://www.uebe.com / https://www.visomat.de","B2B","UEBE Medical — 135 years of precision and trust in medical technology — LinkedIn — 2026 — https://www.linkedin.com/posts/uebe-medical-gmbh_uebemedical-madeingermany-medicaltechnology-activity-7427436457889452032-ZA2X","1","4","FILTER FAIL: Private company with no Series B+ funding. ~8 employees, estimated <€5M revenue. Very small traditional German medical device company. visomat brand has legacy recognition in German pharmacies but minimal growth or innovation signals. visomat Handy wrist BP is a basic commodity product. Below all thresholds for B2B consideration."
"47","Veridian Healthcare","USA","Wrist BP monitors + home diagnostic equipment (thermometers, pulse oximeters, nebulizers)","Wrist Blood Pressure Monitor","Different cuff sizes available (adult standard); improper fit can affect readings.","2","Est. ~$6.4M annual revenue; ~50–56 employees. Privately held since founding in 2009. No VC funding.","1","https://www.veridianhealthcare.com","B2B","Review Veridian Healthcare 01–554 SmartHeart Automatic Digital Blood Pressure Arm Monitor — Medium — Oct 20, 2025 — https://medium.com/review-home-appliance/review-veridian-healthcare-01-554-smartheart-automatic-digital-blood-pressure-arm-monitor-e1030b1c0db1","1","4","FILTER FAIL: Private US company, not public, no Series B+. Small revenue (~$6.4M). Importer/distributor model, not manufacturer. No meaningful media coverage; Bloomberg profile is automated directory listing only. Declining web traffic."
"48","Vive Health","USA","Wrist BP monitors + durable medical equipment (walkers, rollators, mobility aids)","Wrist Blood Pressure Monitor","Extensive product range with different sizes/options. Proper sizing important for cuffs and supports.","2","Raised $3.65M total (seed round). Investors: MrPink VC, Fresh Ventures, Green Egg Ventures, Pareto Holdings. Revenue undisclosed but estimated modest given seed stage.","1","https://www.vivehealth.com","D2C","Physical Therapist From Vive Health Demonstrates 8 Easy Hand & Finger Exercises Using Therapy Putty on YouTube — PRUnderground — https://www.prunderground.com/physical-therapist-from-vive-health-demonstrates-8-easy-hand-finger-exercises-using-therapy-putty-on-youtube/00181264/","1","4","FILTER FAIL: Private US company. Raised only $3.65M — seed/early stage, not Series B+. Not public. Revenue likely <$15M. Wrist BP is one of many DME SKUs. No major media coverage (no WSJ/Bloomberg/TC/Reuters)."
"49","Scala Electronic GmbH","Germany","Wrist BP monitors + thermometers, home diagnostic devices","Wrist Blood Pressure Monitor","BP monitors with universal wrist/arm cuffs — one-size-fits-most design.","1","Revenue undisclosed. Small private German GmbH headquartered in Stahnsdorf. No VC funding. Estimated <$5M revenue based on company profile.","1","https://www.scala-electronic.de","B2B","No major media mention in last 6 months; company active via website at https://scala-electronic.de/","1","3","FILTER FAIL: Private German GmbH, not public, no Series B+. Small niche manufacturer focused on German-speaking market. No media presence. Products listed on B2B directories only."
"50","Diagnosis S.A. (listed as 'Diagnostic S.A.')","Poland","Wrist BP monitors + medical devices, diagnostic tests, dietary supplements","Wrist Blood Pressure Monitor","BP monitors with universal cuffs — standard sizing.","1","Net sales decreased 5.75% in 2024. Total assets growth 1.13%. Share capital: 603,000 PLN (~$150K). Small private Polish joint-stock company (SA). ~11-50 employees. Revenue estimated <$5M.","1","https://www.diagnosis.pl","B2B","Good investor instead of a credit — Diagnosis S.A. receives Podlaski Equity Investment Fund investment — Diagnosis Media — https://diagnosis.pl/en/media/good-investor-instead-of-a-credit","1","3","FILTER FAIL: Private Polish SA (joint-stock but not publicly listed). Not Series B+. Declining sales (-5.75% in 2024). Very small capital base. NOTE: Company name is 'Diagnosis S.A.' (not 'Diagnostic S.A.' as listed in batch). Offers OEM/ODM manufacturing. No significant media coverage."
"51","Nothing Technology / CMF (CMF Watch)","UK","Global market","Smartwatch (consumer fitness/health tracking)","CMF Watch uses optical PPG sensors for heart rate and SpO₂. Sensors require snug, consistent wrist contact — loose band causes light leakage and motion artifacts degrading accuracy. Does not measure BP.","2","Nothing raised ~$250M+ total (Series C $200M in Sep 2025 at $1.3B valuation, Series B $70M 2022, Series A $50M 2021, seed $7M). Unicorn status since 2025.","3","https://nothing.tech","D2C","May 12, 2026 — Charli XCX named Nothing's first Global Brand Ambassador and shareholder — Hypebeast / DesignScene. Sep 2025: CMF spun off as standalone India subsidiary.","2","7","FILTER EDGE CASE: consumer brand, NOT medical-grade (no FDA/MDR cert). PPG-based HR/SpO₂, step counting, sleep tracking. CMF spun off as standalone India entity Sep 2025."
"52","Apple Inc. (Apple Watch)","United States","Global market","Consumer smartwatch with FDA-cleared health features (ECG, AFib, sleep apnea, hypertension)","Apple Watch Series 10 uses a wrist-worn optical sensor array for ECG, blood oxygen, and temperature sensing. A secure, consistent band fit is critical — loose bands cause optical sensor gap leading to false readings. The hypertension notification feature (FDA-cleared Sep 2025) relies on overnight wrist-based pulse wave analysis over 30 days.","3","PUBLIC (NASDAQ:AAPL). FY2024 revenue $391B. Apple Watch cumulative revenue surpassed $100B (Counterpoint Sep 2025). Watch is part of Wearables segment (~$39B annual). Market cap >$3T.","3","https://www.apple.com/apple-watch/","B2C retail (D2C + retail stores)","Apple Watch hypertension detection feature receives FDA clearance — CNET / Newsweek — Sep 12, 2025 — https://www.cnet.com/tech/mobile/the-fda-clears-the-apple-watch-for-hypertension-alerts/","3","9","FILTER PASS: Public company (NASDAQ:AAPL). $391B revenue. FDA-cleared health features on Apple Watch (ECG, AFib history, sleep apnea, hypertension detection). Largest smartwatch maker globally by revenue. Hypertension feature uses PPG-based pulse wave analysis without inflatable cuff."
"53","Samsung Electronics (Galaxy Watch)","South Korea","Global market","Consumer smartwatch with BP monitoring (wellness, not FDA-cleared)","Galaxy Watch uses a PPG optical sensor to estimate blood pressure after calibration with a traditional cuff. The watch band must be worn snugly one finger-width above the wrist bone — incorrect positioning directly causes inaccurate BP readings. Samsung explicitly states it is ""not intended for medical use.""","3","PUBLIC (KRX:005930). FY2024 consolidated revenue KRW 301T (~$210B). Device eXperience (DX) segment revenue KRW 188T (~$131B). Galaxy Watch is key wearable product. Market cap ~$280B.","3","https://www.samsung.com/us/watches/","B2C retail (D2C + retail stores)","Samsung's Blood Pressure Monitoring feature now available to U.S. users in Samsung Health — Samsung Newsroom — Apr 29, 2026 — https://news.samsung.com/us/samsung-blood-pressure-monitoring-feature-available","3","9","FILTER PASS: Public company (KRX:005930). $210B+ revenue. Galaxy Watch BP monitoring launched in US Apr 2026 (classified as wellness, not medical device, no FDA clearance). Huge global distribution reach. BP monitoring requires recalibration with traditional cuff every 28 days."
"54","Garmin Ltd.","Switzerland / US","Global market","Fitness/health smartwatches (Venu, Fenix, Forerunner series)","Garmin watches use wrist-based optical heart rate and Pulse Ox sensors. The watch must be worn snugly above the wrist bone — movement or loose fit causes optical noise and data gaps. Garmin's Elevate V5 sensor is sensitive to band tension for accurate HR, SpO₂, and Body Battery readings.","3","PUBLIC (NYSE:GRMN). FY2024 revenue $6.3B (+20% YoY). Fitness segment revenue ~$1.8B. Net income $1.6B. Market cap ~$40B. 22,000+ employees.","3","https://www.garmin.com","B2C retail (D2C + retail stores)","Garmin announces record revenue and $1.6 billion operating income in 2024 — road.cc — Feb 20, 2025 — https://road.cc/content/news/garmin-announces-record-revenue-and-operating-income-2024-312711","3","9","FILTER PASS: Public company (NYSE:GRMN). $6.3B revenue. No FDA-cleared medical features (consumer fitness/wellness). Garmin Health B2B division works with clinical research. BP monitoring available via Index BPM (upper arm cuff, not wrist). Strongest in outdoor/fitness watch segment."
"55","Xiaomi Corporation","China","Global market","Smart bands (Mi Band) and smartwatches with health tracking","Xiaomi's Mi Band and smartwatches use wrist-based PPG sensors for heart rate, SpO₂, and sleep tracking. Correct band tension is essential — the Mi Band's lightweight design (13g) causes frequent slippage. Loose bands result in sensor lift-off, invalidating optical measurements and creating false health trend data.","2","PUBLIC (HKEx:1810). FY2024 revenue RMB 365.9B (~$50B USD, +35% YoY). IoT & Lifestyle Products segment (includes wearables) revenue RMB 104.2B (~$14.4B). Global wearable band shipments tied with Apple for #1 in Q3 2024 (Canalys).","3","https://www.mi.com/global/wearables/","B2C retail (D2C + marketplace)","Global wearable band market: Xiaomi ties with Apple for top spot in Q3 2024 — Canalys / TelecomLead — Dec 4, 2024 — https://telecomlead.com/electronics/global-wearable-band-market-xiaomi-ties-with-apple-for-top-spot-119273","2","7","FILTER PASS: Public company (HKEx:1810). ~$50B revenue. No medical certification (consumer wellness only). Primarily basic bands (Mi Band) at low price points ($30-60). Large global volume but limited health accuracy."
"56","Zepp Health Corp. (Amazfit)","United States / China","Global market","Smartwatches with BP monitoring (Amazfit Balance, Cheetah, Falcon)","Amazfit watches use Zepp PAI health assessment system with optical HR/SpO₂. Some models (Amazfit Balance) offer cuffless BP monitoring via optical sensors. The one-piece silicone band must fit perfectly — undersizing causes skin irritation; oversizing causes sensor drift. BP measurement accuracy depends on consistent watch placement at heart level during reading.","3","PUBLIC (NYSE:ZEPP). FY2025 revenue ~$205M (Amazfit-branded products +50.9% YoY). Q4 2025 revenue $71.5M. Net loss $11M. Market cap ~$50M. Has struggled with profitability but growing revenue.","2","https://www.amazfit.com","D2C + marketplace (Amazon)","Zepp Health Corporation Reports Fourth Quarter and Full Year 2025 Unaudited Financial Results — PRNewswire — Mar 16, 2026 — https://www.prnewswire.com/news-releases/zepp-health-corporation-reports-fourth-quarter-and-full-year-2025-unaudited-financial-results-302714084.html","2","7","FILTER PASS: Public company (NYSE:ZEPP). ~$205M annual revenue. Formerly Huami. BP monitoring on select models (not FDA cleared). Strong global distribution. Small market cap but publicly traded."
"57","Oura Health (ŌURA)","Finland / US","Global market","Smart ring for health tracking (sleep, HRV, temperature, menstrual health)","Oura Ring uses optical PPG sensors on the finger (not wrist) for continuous HR, HRV, body temperature sensing. Finger-based ring sizing is critical — a size too large causes sensor misalignment and pulse dropout; too small causes venous congestion, affecting HR accuracy and comfort during sleep tracking. Sizing kit includes 7-8 sizes per hand.","3","Series D $200M (Dec 2024) at $5.2B valuation (Fidelity, Dexcom). Series E $900M (Oct 2025) — total raised >$1.2B. Estimated $300M+ ARR (2025). Valuation ~$10B+. FDA cleared for AFib detection.","2","https://ouraring.com","D2C (own site) + retail","Oura closes $200M round, bringing its valuation to $5.2B — TechCrunch — Dec 19, 2024 — https://techcrunch.com/2024/12/19/oura-closes-200m-round-bringing-its-valuation-to-5-2b/","3","8","FILTER VERIFIED: Series D $200M, Series E $900M. $5.2B+ valuation. Smart ring (finger, not wrist) with FDA-cleared AFib detection. Partnership with Dexcom for glucose data integration. Strong D2C model. Pre-IPO rumored. Sizing kit included — ring fit is critical."
"58","WHOOP Inc.","United States","Global market","Screenless fitness band for recovery, strain, sleep monitoring","WHOOP Strap uses wrist-based optical HR, HRV, respiratory rate, and skin temperature sensors. The proprietary woven band must be worn 1-2 inches above the wrist bone — too loose causes optical noise and data dropouts; too tight restricts blood flow and distorts HRV readings. Band fit is the #1 cause of data quality issues per WHOOP support docs.","3","Series G $575M (Mar 2026) at $10.1B valuation. Total funding ~$979M across 8 rounds. $1.1B ARR (2025). Cash flow positive since 2025. Series F $200M (2021) at $3.6B valuation. Series E $100M (2020).","3","https://www.whoop.com","D2C subscription ($30/month)","Whoop lands $575 million as valuation jumps past $10 billion — Gadgets & Wearables / Bloomberg — Mar 31, 2026 — https://gadgetsandwearables.com/2026/03/31/whoop-fund-raising/","3","9","FILTER VERIFIED: Series G $575M at $10.1B valuation. $1.1B ARR. No medical/BP features but strong health tracking. Screenless band. Preparing for IPO. Unique subscription model (no hardware sale). Not FDA-cleared but used in clinical research studies."
"59","AliveCor Inc. (KardiaMobile)","United States","Global market","Personal ECG devices (KardiaMobile, KardiaMobile 6L, KardiaMobile 12L)","KardiaMobile is a handheld/wrist-strap ECG device (not continuous wrist wearable). The KardiaMobile Card (wrist-worn form factor) requires the user to place both thumbs on electrodes — wrist fit is not about band size but electrode contact. However, KardiaBand (discontinued Apple Watch band) required correct wrist tension for signal quality.","2","Series E $65M (2022, led by OMRON). Total raised ~$350M+. Revenue estimated $75-100M+. FDA cleared. Omron (public TYO:6645) is major investor. Profitable per CEO (2024 interview).","2","https://www.alivecor.com","D2C + B2B (pharma, enterprise)","AliveCor Closes $65 Million Series E Financing to Accelerate Growth — GS MedTech — 2022 — https://www.gsmedtech.com/GS/NewsDetails/AliveCor-Closes-US-65-Million-Financing-to-Accelerate-Growth-of-Its-Remote-Cardiology-Platform","2","6","FILTER VERIFIED: Series E $65M, total $350M+. Not a wrist wearable per se — handheld ECG device. KardiaBand (discontinued) was Apple Watch strap. FDA cleared. Entered cardiology enterprise with Kardia 12L. Omron (public) strategic investor."
"60","DarioHealth Corp.","United States / Israel","Global (US, Israel, EU, Australia, NZ)","Digital therapeutics platform for chronic conditions (diabetes, hypertension, weight, MSK, behavioral)","DarioHealth's digital platform integrates with Bluetooth-connected BP monitors (upper arm cuff), glucose meters, and smart scales — not a wrist-worn wearable. The BP monitoring component uses a standard adjustable cuff (22-42 cm), which is a one-size-fits-most design. No wrist-based continuous measurement.","1","PUBLIC (NASDAQ:DRIO). FY2024 revenue $27.0M (+32.9% YoY). B2B2C revenue growing 300%+. Market cap ~$50M. Net loss narrows. Raised $25.6M in 2024. Public since 2021 via SPAC.","2","https://www.dariohealth.com","B2B2C (employers, health plans)","DarioHealth Reports Fourth Quarter and Full Year 2024 Financial Results — PRNewswire — Mar 10, 2025 — https://www.prnewswire.com/news-releases/dariohealth-reports-fourth-quarter-and-full-year-2024-financial-and-operating-results-302396845.html","2","5","FILTER PASS: Public (NASDAQ:DRIO). $27M revenue. Digital health platform. No wrist wearable — integrates with existing BP cuffs and glucose monitors. Small cap but public. Worth including as digital health platform with wearable integration."
"61","Dexcom Inc.","United States","Global market","Continuous glucose monitor (CGM) — G7 wearable sensor","Dexcom G7 is a CGM sensor worn on the upper arm or abdomen — not a wrist-worn device. CGM sensor adhesion and placement matter for accuracy, but wrist sizing is not relevant. Dexcom invested $75M in Oura (smart ring) for glucose-ring integration, connecting wrist/finger wearables to CGM data.","1","PUBLIC (NASDAQ:DXCM). FY2024 revenue $4.5B (+8% YoY). Net income ~$700M. Market cap ~$40B. G7 is fastest-growing product. 40M+ users globally. CGM market leader with Abbott.","3","https://www.dexcom.com","B2B (pharmacy, DME) + D2C","Dexcom Reports Fourth Quarter and Fiscal Year 2024 Financial Results — Dexcom Investor Relations — Feb 13, 2025 — https://investors.dexcom.com/news/news-details/2025/Dexcom-Reports-Fourth-Quarter-and-Fiscal-Year-2024-Financial-Results/","3","7","FILTER PASS: Public (NASDAQ:DXCM). $4.5B revenue. CGM wearable (upper arm, not wrist). Strategic investment in Oura ($75M for glucose-ring integration). No wrist-worn product. Important as wearable health sensor giant partnering with wrist wearables."
"62","Abbott Laboratories (FreeStyle Libre)","United States","Global market","CGM (FreeStyle Libre, Libre Rio, Lingo) — wearable biosensor","FreeStyle Libre is a CGM sensor worn on the upper arm — not wrist-worn. Abbott's Lingo (OTC CGM for general wellness) is also upper arm. No wrist-worn device. However, Abbott's Libre portfolio is the #1 CGM globally, and CGM data is increasingly integrated into wrist wearables (Apple Watch, Garmin, Oura).","1","PUBLIC (NYSE:ABT). FY2024 revenue $41.4B. Diabetes Care segment grew ~20% organic. FreeStyle Libre ~$6B+ annual revenue. Market cap ~$200B. 114,000+ employees.","3","https://www.abbott.com","B2B (pharmacy, DME) + D2C","Abbott posts 2024 medical device sales gains following structural heart, CGM launches — FierceBiotech — Jan 22, 2025 — https://www.fiercebiotech.com/medtech/abbott-posts-2024-medical-device-sales-gains-following-structural-heart-cgm-launches","3","7","FILTER PASS: Public (NYSE:ABT). $41.4B revenue. CGM leader (upper arm sensor). No wrist product. OTC Lingo CGM (non-prescription) launched 2024. Libre Rio for Type 2 non-insulin users. Key wearable data source for wrist health platforms."
"63","Medtronic plc","Ireland / US","Global market","Medical device company with acute care monitoring wearables","Medtronic's Acute Care & Monitoring (ACM) portfolio includes wearable monitors for hospital and remote use. Corsano CardioWatch distribution deal (Jun 2026) adds multi-parameter wrist monitoring. Zephyr performance monitoring system uses chest strap (not wrist). No direct wrist BP product, but ACM division expanding into wrist-worn continuous monitoring.","2","PUBLIC (NYSE:MDT). FY2025 revenue $33.5B. ACM segment ~$1.5B (flat YoY). Market cap ~$110B. 95,000+ employees. Largest pure-play medical device company globally.","3","https://www.medtronic.com","B2B (hospitals, clinics)","Medtronic expands Acute Care & Monitoring wearables portfolio with distribution agreement for Corsano multi-parameter wearable — Medtronic News — Jun 4, 2026 — https://news.medtronic.com/Medtronic-expands-its-Acute-Care-Monitoring-wearables-portfolio-in-the-U-S-with-a-new-distribution-agreement-for-the-Corsano-TM-multi-parameter-wearable","2","7","FILTER PASS: Public (NYSE:MDT). $33.5B revenue. ACM division distributing Corsano wrist wearable. No own-brand wrist product. Major B2B hospital player expanding into wearables. Partnership strategy for wrist-worn monitoring."
"64","Koninklijke Philips N.V.","Netherlands","Global market","Health technology company with patient monitoring wearables","Philips patient monitoring portfolio includes wearable biosensors (patch-based, not wrist-worn). Philips Wearable Biosensor (patch) measures ECG, HR, respiratory rate, temperature. No wrist-worn device. Monitoring division includes hospital and home telemetry solutions with wearable form factors.","1","PUBLIC (AMS:PHIA). FY2024 revenue EUR 18.0B (~$19.5B). Connected Care segment (includes monitoring) EUR 5.4B. Market cap ~EUR 28B. 67,800 employees. Global operations in 100+ countries.","3","https://www.philips.com/healthcare","B2B (hospitals, clinics)","Philips publishes its Annual Report 2024 — Nasdaq — Feb 21, 2025 — https://www.nasdaq.com/press-release/philips-publishes-its-annual-report-2024-2025-02-21","3","7","FILTER PASS: Public (AMS:PHIA). EUR 18B revenue. Wearable biosensor (patch form factor). No wrist-worn product. Major hospital monitoring player. Connected Care strategy includes RPM and home monitoring."
"65","GE HealthCare Technologies","United States","Global market","Medical technology with patient monitoring (wearable and bedside)","GE HealthCare's Patient Care Solutions includes wearable and mobile monitors (continuous, wearable, transport monitors). No dedicated wrist-worn consumer device. Their monitoring portfolio ranges from spot-check to continuous multi-parameter monitors including wearable patches for cardiac telemetry.","2","PUBLIC (NASDAQ:GEHC). FY2024 revenue $19.7B. Patient Care Solutions (PCS) segment ~$5B+. Market cap ~$40B. 51,000+ employees. Spun off from GE in 2023.","3","https://www.gehealthcare.com","B2B (hospitals, clinics)","GE HealthCare reports fourth quarter and full year 2024 financial results — GE HealthCare Investor Relations — Feb 13, 2025 — https://investor.gehealthcare.com/news-releases/news-release-details/ge-healthcare-reports-fourth-quarter-and-full-year-2024","3","8","FILTER PASS: Public (NASDAQ:GEHC). $19.7B revenue. Patient monitoring includes wearable telemetry. No consumer wrist device. Hospital-grade wearable monitors. B2B only."
"66","BioIntelliSense Inc.","United States","Global market","Medical-grade wearable (BioButton) for continuous vital sign monitoring","BioButton is a small adhesive patch worn on the upper left chest — not a wrist-worn device. It continuously monitors skin temperature, respiratory rate, HR, and posture. No wrist product and no BP measurement. The adhesive patch design avoids wrist sizing issues entirely.","1","Series B $45M. Total funding ~$90M+. Valuation ~$350M. Revenue not disclosed (private). FDA cleared. 89 employees. Founded 2019. Investors include Dexcom Ventures, Fresenius Medical Care Ventures.","2","https://www.biointellisense.com","B2B (hospitals, health systems)","BioIntelliSense secures $45M Series B financing; total raised ~$90M — ZoomInfo / iRhythm partnership — 2025","2","5","FILTER VERIFIED: Series B $45M, total $90M+. FDA-cleared wearable patch (not wrist). Chest-mounted BioButton. Partnership with iRhythm for pulse oximetry license. Strong RPM play but no wrist-wearable product."
